ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
35,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/2735802252685490584,404,Not Found,8,140,2571
37,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,16,133,3244
38,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=c%3A%2FWindows%2Fsystem.ini,200,OK,14,133,3170
39,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,8,133,3244
40,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,7,133,3244
41,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2FWindows%2Fsystem.ini,200,OK,18,133,3170
42,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,3,133,3244
43,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,7,133,3244
44,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,3,133,3244
45,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=c%3A%5CWindows%5Csystem.ini,200,OK,12,133,3170
46,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,3,133,3244
47,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5CWindows%5Csystem.ini,200,OK,14,133,3170
48,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,12,133,3244
49,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,3,133,3244
50,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=%2Fetc%2Fpasswd,200,OK,10,133,3170
51,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,9,133,3244
52,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd,200,OK,14,133,3170
53,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,16,133,3244
54,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,13,133,3244
55,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=%2F,200,OK,11,133,3170
56,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F,200,OK,10,133,3170
57,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,18,133,3244
58,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=c%3A%2F,200,OK,19,133,3170
59,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,16,133,3244
60,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=c%3A%5C,200,OK,12,133,3170
61,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=WEB-INF%2Fweb.xml,200,OK,13,133,3170
62,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,21,133,3244
63,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=WEB-INF%5Cweb.xml,200,OK,5,133,3170
64,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,13,133,3244
65,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=%2FWEB-INF%2Fweb.xml,200,OK,13,133,3170
66,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,8,133,3244
67,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=%5CWEB-INF%5Cweb.xml,200,OK,12,133,3170
68,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,7,133,3244
69,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,GET,http://0.0.0.0:5000/view?table=thishouldnotexistandhopefullyitwillnot,200,OK,11,133,3170
70,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,5,133,3244
71,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,3,133,3244
72,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,15,133,3244
73,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,13,133,3244
74,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,4,133,3244
75,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,15,133,3244
76,Fri Apr 17 18:45:39 EDT 2026,Fri Apr 17 18:45:39 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,8,133,3244
